outer_fold,model,trial,log_loss,params,refit_estimators
3,meta,6,0.713220622627,"{""learning_rate"": 0.017807003345907898, ""max_depth"": 5, ""n_estimators"": 500, ""num_leaves"": 159}",27
3,meta,7,0.834210919563,"{""learning_rate"": 0.0406159097489575, ""max_depth"": 10, ""n_estimators"": 500, ""num_leaves"": 77}",9
3,meta,8,0.899410537702,"{""learning_rate"": 0.12062914208628446, ""max_depth"": 3, ""n_estimators"": 500, ""num_leaves"": 127}",2
3,meta,9,0.845204268631,"{""learning_rate"": 0.1687371861710672, ""max_depth"": 10, ""n_estimators"": 500, ""num_leaves"": 135}",1
3,meta,10,0.726098119566,"{""learning_rate"": 0.01729928658380737, ""max_depth"": 10, ""n_estimators"": 500, ""num_leaves"": 168}",28
3,meta,11,0.708652331969,"{""learning_rate"": 0.016128244849894308, ""max_depth"": 7, ""n_estimators"": 500, ""num_leaves"": 155}",31
3,meta,12,0.722021630066,"{""learning_rate"": 0.018059296402322282, ""max_depth"": 5, ""n_estimators"": 500, ""num_leaves"": 176}",28
3,meta,13,0.861084126573,"{""learning_rate"": 0.06117091792322303, ""max_depth"": 5, ""n_estimators"": 500, ""num_leaves"": 134}",6
3,meta,14,0.838749007608,"{""learning_rate"": 0.07335041371026971, ""max_depth"": 8, ""n_estimators"": 500, ""num_leaves"": 178}",5
3,meta,15,0.833902594738,"{""learning_rate"": 0.036943278170785784, ""max_depth"": 8, ""n_estimators"": 500, ""num_leaves"": 174}",10
3,meta,16,0.667100837106,"{""learning_rate"": 0.011438620300174535, ""max_depth"": 5, ""n_estimators"": 500, ""num_leaves"": 142}",34
3,meta,17,0.840994099349,"{""learning_rate"": 0.05471462058447099, ""max_depth"": 5, ""n_estimators"": 500, ""num_leaves"": 103}",7
3,meta,18,0.818810055516,"{""learning_rate"": 0.030512528499098454, ""max_depth"": 8, ""n_estimators"": 500, ""num_leaves"": 144}",13
3,meta,19,0.716124991689,"{""learning_rate"": 0.019931314345824687, ""max_depth"": 4, ""n_estimators"": 500, ""num_leaves"": 108}",21
