sigma_y,repeat,target,group,n_all,n_censored,observed_quantile,coverage_at_gpr_week,method
0.002,70,90,3,67,5,24,0.805970149254,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,70,95,1,76,1,20.8571428571,0.907894736842,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,70,95,2,102,2,19.4285714286,0.921568627451,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,70,95,3,89,5,inf,0.898876404494,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,70,99,1,63,0,26.1428571429,0.984126984127,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,70,99,2,134,3,inf,0.925373134328,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,70,99,3,70,5,inf,0.914285714286,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,71,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,71,50,2,62,1,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,71,50,3,140,7,13,0.2,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,71,75,1,83,1,13.7142857143,0.578313253012,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,71,75,2,89,2,13.4285714286,0.674157303371,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,71,75,3,95,5,13.8571428571,0.715789473684,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,71,90,1,139,1,16.2857142857,0.884892086331,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,71,90,2,61,2,15.1428571429,0.868852459016,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,71,90,3,67,5,24,0.820895522388,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,71,95,1,76,1,23.1428571429,0.894736842105,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,71,95,2,102,2,20.1428571429,0.93137254902,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,71,95,3,89,5,inf,0.898876404494,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,71,99,1,63,0,26.1428571429,0.952380952381,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,71,99,2,134,3,inf,0.932835820896,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,71,99,3,70,5,inf,0.914285714286,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,72,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,72,50,2,62,1,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,72,50,3,140,7,13,0.192857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,72,75,1,83,1,13.7142857143,0.566265060241,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,72,75,2,89,2,13.4285714286,0.662921348315,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,72,75,3,95,5,16,0.684210526316,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,72,90,1,139,1,16.2857142857,0.877697841727,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,72,90,2,61,3,15.5714285714,0.852459016393,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,72,90,3,67,4,23.4285714286,0.805970149254,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,72,95,1,76,1,20.8571428571,0.907894736842,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,72,95,2,102,2,17.8571428571,0.93137254902,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,72,95,3,89,5,inf,0.876404494382,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,72,99,1,63,0,26.1428571429,0.984126984127,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,72,99,2,134,4,inf,0.940298507463,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,72,99,3,70,4,inf,0.928571428571,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,73,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,73,50,2,62,1,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,73,50,3,140,7,13.1428571429,0.192857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,73,75,1,83,1,13.7142857143,0.566265060241,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,73,75,2,89,2,13.4285714286,0.662921348315,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,73,75,3,95,5,16,0.705263157895,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,73,90,1,139,1,16.4285714286,0.877697841727,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,73,90,2,61,3,16.5714285714,0.83606557377,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,73,90,3,67,4,23.4285714286,0.805970149254,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,73,95,1,76,1,21.2857142857,0.894736842105,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,73,95,2,102,2,19.4285714286,0.93137254902,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,73,95,3,89,5,inf,0.887640449438,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,73,99,1,63,0,26.1428571429,0.968253968254,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,73,99,2,134,4,inf,0.932835820896,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,73,99,3,70,4,inf,0.928571428571,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,74,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,74,50,2,62,1,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,74,50,3,140,7,13,0.192857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,74,75,1,83,1,13.7142857143,0.578313253012,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,74,75,2,89,2,13.4285714286,0.685393258427,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,74,75,3,95,5,15.5714285714,0.694736842105,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,74,90,1,139,1,16.2857142857,0.877697841727,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,74,90,2,61,2,15.1428571429,0.868852459016,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,74,90,3,67,5,24,0.805970149254,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,74,95,1,76,1,20.8571428571,0.907894736842,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,74,95,2,102,2,16.5714285714,0.941176470588,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,74,95,3,89,5,inf,0.898876404494,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,74,99,1,63,0,26.1428571429,0.984126984127,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,74,99,2,134,3,inf,0.940298507463,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,74,99,3,70,5,inf,0.914285714286,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,75,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,75,50,2,62,1,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,75,50,3,140,8,13.1428571429,0.185714285714,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,75,75,1,83,1,13.7142857143,0.578313253012,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,75,75,2,89,2,13.7142857143,0.651685393258,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,75,75,3,95,6,15.5714285714,0.694736842105,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,75,90,1,139,1,16.4285714286,0.877697841727,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,75,90,2,61,3,18.8571428571,0.83606557377,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,75,90,3,67,5,24,0.805970149254,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,75,95,1,76,1,21.2857142857,0.894736842105,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,75,95,2,102,2,20.5714285714,0.901960784314,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,75,95,3,89,6,inf,0.887640449438,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,75,99,1,63,0,26.1428571429,0.968253968254,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,75,99,2,134,4,inf,0.917910447761,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,75,99,3,70,5,inf,0.914285714286,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,76,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,76,50,2,62,1,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,76,50,3,140,7,13,0.192857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,76,75,1,83,1,13.7142857143,0.578313253012,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,76,75,2,89,2,13.4285714286,0.662921348315,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,76,75,3,95,5,15.5714285714,0.694736842105,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,76,90,1,139,1,16.2857142857,0.877697841727,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,76,90,2,61,2,16.2857142857,0.868852459016,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,76,90,3,67,5,24,0.805970149254,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,76,95,1,76,1,20.8571428571,0.907894736842,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,76,95,2,102,2,19.5714285714,0.921568627451,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,76,95,3,89,5,inf,0.898876404494,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,76,99,1,63,0,26.1428571429,0.984126984127,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,76,99,2,134,3,inf,0.925373134328,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,76,99,3,70,5,inf,0.914285714286,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,77,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,77,50,2,62,0,12.7142857143,0.145161290323,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,77,50,3,140,6,13.1428571429,0.192857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,77,75,1,83,0,13.7142857143,0.578313253012,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,77,75,2,89,2,13.4285714286,0.651685393258,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,77,75,3,95,4,16,0.694736842105,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,77,90,1,139,0,16.2857142857,0.884892086331,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,77,90,2,61,2,16.5714285714,0.852459016393,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,77,90,3,67,4,23.4285714286,0.805970149254,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,77,95,1,76,0,20.8571428571,0.907894736842,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,77,95,2,102,2,20.1428571429,0.911764705882,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,77,95,3,89,4,26.4285714286,0.898876404494,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,77,99,1,63,0,26.1428571429,0.968253968254,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,77,99,2,134,2,inf,0.925373134328,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,77,99,3,70,4,inf,0.928571428571,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,78,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,78,50,2,62,1,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,78,50,3,140,6,13,0.2,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,78,75,1,83,1,13.7142857143,0.578313253012,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,78,75,2,89,2,13.4285714286,0.685393258427,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,78,75,3,95,4,15.5714285714,0.705263157895,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,78,90,1,139,1,16.2857142857,0.877697841727,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,78,90,2,61,2,15.1428571429,0.868852459016,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,78,90,3,67,4,23.4285714286,0.820895522388,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,78,95,1,76,1,20.8571428571,0.907894736842,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,78,95,2,102,2,19.4285714286,0.93137254902,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,78,95,3,89,4,26.4285714286,0.898876404494,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,78,99,1,63,0,26.1428571429,0.984126984127,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,78,99,2,134,3,inf,0.932835820896,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,78,99,3,70,4,inf,0.928571428571,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,79,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,79,50,2,62,1,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,79,50,3,140,7,13,0.192857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,79,75,1,83,1,13.7142857143,0.578313253012,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,79,75,2,89,2,13.4285714286,0.685393258427,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,79,75,3,95,5,16,0.694736842105,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,79,90,1,139,1,16.4285714286,0.870503597122,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,79,90,2,61,3,15.1428571429,0.885245901639,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,79,90,3,67,4,23.4285714286,0.820895522388,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,79,95,1,76,1,21.2857142857,0.907894736842,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,79,95,2,102,2,18.8571428571,0.921568627451,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,79,95,3,89,5,inf,0.887640449438,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,79,99,1,63,0,26.1428571429,0.968253968254,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,79,99,2,134,4,inf,0.932835820896,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,79,99,3,70,4,inf,0.928571428571,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,80,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,80,50,2,62,1,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,80,50,3,140,7,13,0.192857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,80,75,1,83,1,13.7142857143,0.578313253012,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,80,75,2,89,2,13.7142857143,0.651685393258,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,80,75,3,95,5,15.5714285714,0.715789473684,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,80,90,1,139,1,16.4285714286,0.870503597122,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,80,90,2,61,3,18.8571428571,0.83606557377,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,80,90,3,67,4,22,0.850746268657,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,80,95,1,76,1,20.8571428571,0.907894736842,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,80,95,2,102,2,20.5714285714,0.882352941176,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,80,95,3,89,5,inf,0.898876404494,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,80,99,1,63,0,26.1428571429,0.984126984127,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,80,99,2,134,4,inf,0.910447761194,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,80,99,3,70,4,inf,0.928571428571,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,81,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,81,50,2,62,1,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,81,50,3,140,6,13,0.2,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,81,75,1,83,1,13.7142857143,0.578313253012,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,81,75,2,89,2,13.4285714286,0.674157303371,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,81,75,3,95,4,13.8571428571,0.715789473684,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,81,90,1,139,1,16.2857142857,0.877697841727,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,81,90,2,61,2,15.5714285714,0.868852459016,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,81,90,3,67,4,22,0.835820895522,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,81,95,1,76,1,20.8571428571,0.907894736842,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,81,95,2,102,2,18.8571428571,0.93137254902,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,81,95,3,89,4,26.4285714286,0.910112359551,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,81,99,1,63,0,26.1428571429,0.984126984127,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,81,99,2,134,3,inf,0.932835820896,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,81,99,3,70,4,inf,0.928571428571,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,82,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,82,50,2,62,1,12.5714285714,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,82,50,3,140,7,13,0.192857142857,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,82,75,1,83,1,13.7142857143,0.578313253012,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,82,75,2,89,2,13.4285714286,0.696629213483,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,82,75,3,95,5,16,0.694736842105,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,82,90,1,139,1,16.2857142857,0.877697841727,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,82,90,2,61,3,15.1428571429,0.868852459016,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,82,90,3,67,4,23.4285714286,0.791044776119,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,82,95,1,76,1,20.8571428571,0.907894736842,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,82,95,2,102,2,16.5714285714,0.93137254902,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,82,95,3,89,5,inf,0.887640449438,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,82,99,1,63,0,26.1428571429,0.984126984127,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,82,99,2,134,4,inf,0.940298507463,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,82,99,3,70,4,inf,0.928571428571,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,83,50,1,65,0,12.8571428571,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,83,50,2,62,1,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,83,50,3,140,7,13,0.2,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,83,75,1,83,1,13.7142857143,0.578313253012,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,83,75,2,89,2,13.4285714286,0.651685393258,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,83,75,3,95,5,13.8571428571,0.715789473684,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,83,90,1,139,1,16.4285714286,0.863309352518,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,83,90,2,61,2,16.5714285714,0.852459016393,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,83,90,3,67,5,24,0.820895522388,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,83,95,1,76,1,23.1428571429,0.894736842105,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,83,95,2,102,2,19.4285714286,0.911764705882,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,83,95,3,89,5,inf,0.898876404494,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,83,99,1,63,0,26.1428571429,0.952380952381,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,83,99,2,134,3,inf,0.925373134328,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,83,99,3,70,5,inf,0.914285714286,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,84,50,1,65,0,12.7142857143,0.0615384615385,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,84,50,2,62,1,12.7142857143,0.129032258065,固定BMI边界；扰动实测Y；未重拟合GPR
0.002,84,50,3,140,7,13,0.192857142857,固定BMI边界；扰动实测Y；未重拟合GPR
